CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
PSYC9110,Intro to Psychology,AI,The “third drive” identified by Harry Harlow refers to,biological needs,reward and punishment,intrinsic motivation,archetypal forces,,,C,Introduction to Psychology,2 - Introduction to Major Perspectives
PSYC9110,Intro to Psychology,AI,The Hawthorne Effect refers to,workers improving productivity when observed,conditioning fear responses,archetypal dream symbols,biological reflexes,,,A,Introduction to Psychology,2 - Introduction to Major Perspectives
PSYC9110,Intro to Psychology,AI,Ulric Neisser defined cognitive psychology as the study of,observable behaviour only,unconscious conflicts,processes of acquiring and using knowledge,reinforcement schedules,,,C,Introduction to Psychology,2 - Introduction to Major Perspectives
PSYC9110,Intro to Psychology,AI,"According to evolutionary psychology, the human mind is best understood as ",adapted to ancestral environments,shaped only by culture,unaffected by biology,entirely conscious,,,A,Introduction to Psychology,2 - Introduction to Major Perspectives
PSYC9110,Intro to Psychology,AI,"A good scientific theory must be general, parsimonious, and",falsifiable,proven,statistically significant,ethical,,,A,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,"The law of effect, proposed by Thorndike, is considered a",theory,hypothesis,law,construct,,,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,An operational definition is,a broad conceptual idea,a precise statement of how a variable is measured,a statistical test,a replication study,,,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,Which of the following is an example of a measured variable?,self-esteem,anxiety,number of psychotherapy sessions,collective unconscious,,,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,The main advantage of descriptive research is that it,allows causal conclusions,provides a snapshot of current behaviour,eliminates confounds,uses random assignment,,,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,A case study is best described as,a controlled experiment,a detailed examination of one individual or group,a survey of a large population,a statistical correlation,,,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,Which descriptive method involves observing behaviour in its natural environment?,survey,case study,naturalistic observation,experiment,,,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,The median is defined as,the most frequently occurring score,the arithmetic average,the middle score in a distribution,the spread of scores,,,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,A scatterplot is most often used in,descriptive research,correlational research,experimental research,meta-analysis,,,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,A correlation of r = 0.00 indicates,a strong positive relationship,a strong negative relationship,no linear relationship,a curvilinear relationship,,,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,"In correlational research, a third variable that explains the relationship between two others is called a",confound,common-causal variable,dependent variable,placebo,,,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,"In an experiment, the variable that is manipulated is the",dependent variable,confounding variable,independent variable,control variable,,,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,The main advantage of experimental research is that it,is inexpensive,allows causal conclusions,avoids ethical concerns,uses surveys,,,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,Double-blind experiments are designed to reduce,statistical errors,experimenter bias and participant expectancy effects,external validity,construct validity,,,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,Construct validity refers to,whether the independent variable caused the dependent variable,whether the measures accurately assess the conceptual variables,whether results generalize to other populations,whether statistical tests were interpreted correctly,,,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,Internal validity is threatened when,a confounding variable explains the results,the sample is too small,the measures are unreliable,the results cannot generalize,,,A,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,External validity refers to,the accuracy of statistical tests,the ability to generalize findings beyond the study,the elimination of confounds,the precision of operational definitions,,,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,Meta-analysis is best described as,a single case study,a statistical summary of many studies,a replication of one experiment,a descriptive survey,,,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,Which ethical safeguard requires researchers to explain the true purpose of a study after participation?,confidentiality,informed consent,debriefing,random assignment,,,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,The Canadian Psychological Association’s guidelines require that animal research be conducted only if,it is inexpensive,it causes no stress whatsoever,it has potential scientific or health benefits,students request it,,,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,AI,The all-or-nothing principle of the action potential means that,neurons can fire at different strengths,neurons either fire completely or not at all,neurons fire more strongly with stronger stimuli,neurons can partially fire,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,The refractory period of a neuron refers to,the time when the neuron is hyperactive,the brief time after firing when it cannot fire again,the period of neurotransmitter release,the resting potential,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Which neurotransmitter is most associated with mood regulation and depression?,dopamine,serotonin,acetylcholine,GABA,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Endorphins are best known for,regulating digestion,acting as natural painkillers,controlling voluntary movement,stimulating memory,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Excess glutamate is most likely to cause,tremors and seizures,improved memory,enhanced mood,slowed heart rate,,,A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Which brain structure is sometimes called the 'little brain' and is important for balance and coordination?,hippocampus,cerebellum,thalamus,amygdala,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,The hypothalamus is involved in regulating,vision and hearing,"hunger, thirst, and sex",voluntary movement,long-term memory,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Damage to the hippocampus would most directly impair,fear responses,forming new memories,voluntary movement,language comprehension,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,The corpus callosum is responsible for,controlling balance,connecting the two hemispheres,regulating hormones,producing speech,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Contralateral control means that,each hemisphere controls the same side of the body,the left hemisphere controls the right side and vice versa,the brain controls only voluntary movement,the hemispheres function independently,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Which lobe contains the auditory cortex?,frontal,temporal,parietal,occipital,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Which brain imaging technique measures blood flow to indicate neural activity?,EEG,fMRI,PET,CT,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Which method uses magnetic pulses to temporarily deactivate a brain region?,EEG,fMRI,TMS,PET,,,C,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,The famous case of Phineas Gage provided evidence that the frontal lobe is involved in,vision,emotion and moral reasoning,language comprehension,muscle coordination,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,The autonomic nervous system controls,voluntary muscle movement,internal organs and glands,language comprehension,reflex arcs,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,The parasympathetic nervous system is responsible for,fight-or-flight responses,rest and digest functions,voluntary movement,emotional regulation,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,The pituitary gland is often called the,master gland,adrenal gland,thyroid gland,sex gland,,,A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Which hormones are secreted by the adrenal glands during stress?,serotonin and dopamine,epinephrine and norepinephrine,estrogen and progesterone,insulin and glucagon,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Neuroplasticity refers to,the brain’s ability to change and reorganize,production of new neurotransmitters,the protective role of the myelin sheath,the brain’s inability to adapt,,,A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Which hemisphere is typically dominant for language in most people?,right,left,both equally,neither,,,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,AI,Weber’s law states that the just noticeable difference is,a fixed amount,a constant proportion of the original stimulus,unrelated to stimulus size,always detectable,,,B,Introduction to Psychology,5 - Sensing & Perceiving
