CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
ANAT9240,Anatomy & Physiology,P,Which forearm bone is in line with the thumb?,Radius,Ulna,,,,,A,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,P,The sphenoid sinuses are large mucosa-lined spaces.,TRUE,FALSE,,,,,A,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,P,An older individual would most likely have more of this marrow compared to a younger individual,Red,Yellow,,,,,B,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,Spongy bone is characterized by…?,a dense and solid appearance,a soft and flexible gel-like appearance,a dense and compact substance,open spaces partially filled by an assemblage of needle-like structures,,,D,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,Which of the following is not a type of bone?,Short,Regular,Flat,Long,Irregular,,B,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,The main shaft-like portion of a long bone is the…?,Periosteum,Epiphysis,Diaphysis,Articular Cartilage,,,C,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,"The dense, white fibrous membrane that covers bone except at joint surfaces is the…?",Diaphysis,Epiphysis,Articular Cartilage,Periosteum,,,D,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,The extracellular components of bone matrix are…?,Hard and Calcified,Hard and Decalcified,Soft and Calcified,Soft and Decalcified,,,A,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,An age-related skeletal disease that is characterized by loss of bone mineral density and increased bone fragility is…?,Paget's Disease,Osteoporosis,Osteomalacia,Neoplasms,,,B,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,Compact bone contains many cylinder-shaped structural units called…?,Osteons,Lamellae,Canaliculi,Lacunae,,,A,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,Small cells that synthesize and secrete a specialized organic matrix are…?,Osteoblasts,Osteocytes,Osteons,Osteoclasts,,,A,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,"Bone marrow is a specialized type of soft, diffuse connective tissue called…?",Myeloid Tissue,Hyaline Cartilage,Elastic Cartilage,Fibrocartilage,,,A,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,The following are functions of bone except for…?,Support,All of these are functions of bone,Mineral Storage,Protection,Hematopoiesis,,B,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,Most bones of the body are formed from cartilage models in a process called…?,Osteogenesis,Endochondral Ossification,Intramembranous Ossification,Histogenesis,,,B,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,Calcification of the organic bone matrix occurs when…?,Complex calcium salts are deposited in the matrix,Complex calcium salts are removed,Calcium is replaced by phosphorus,Calcium is replaced by myeloid tissue,,,A,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,"Until bone growth in length is complete, a layer of the cartilage, known as the _____, remains between the epiphysis and diaphysis",Ossification Plate,Epiphyseal Plate,Proliferating Zone,Zone of Hypertrophy,,,B,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,Bones grow in diameter by the combined action of which two of the three bone cell types?,Osteocytes & Osteons,Osteoblasts & Osteoclasts,Osteoclasts & Osteocytes,Osteoblasts & Osteocytes,,,B,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,Cartilage is classified as _____ tissue,Epithelial,Muscle,Nerve,Connective,,,D,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,The most common type of cartilage is…?,Chondrocytes,Elastic,Fibrocartilage,Hyaline,,,D,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,"_____ fibers are present in all three types of cartilage, but they are most numerous in fibrocartilage",Elastin,Perichondrium,Collagenous,Microtubules,,,C,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,Fibrocartilage can be found in the…?,Middle Ear,Symphysis Pubis,Nasal Cavity,Articular Cartilage,,,B,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,Appositional growth of cartilage occurs when chondrocytes begin to divide and secrete…?,Less Calcium,Additional Calcium,Less Matrix,Additional Matrix,,,D,Anatomy & Physiology,11 - Skeletal Tissues
ANAT9240,Anatomy & Physiology,T,The human skeleton system consists of two divisions. They are…?,Compact & Spongy,Axial & Appendicular,Appendicular & Cranial,Axial & Cranial,,,B,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,Which of the following is a bone in the axial skeleton?,Tarsal,Clavicle,Femur,Vertebra,,,D,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,Which of the following is a facial bone?,All of these,Zygomatic,Occipital,Parietal,,,B,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,Which of the following is not a bone in the skull?,Parietal,Clavicle,Ethmoid,Sphenoid,,,B,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,Which bone serves as the keystone in the architecture of the cranium?,Maxilla,Ethmoid,Parietal,Sphenoid,,,D,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,The bone that articulates with the temporal bone in the only movable joint of the skull is the…?,Mandible,Zygomatic,Lacrimal,Maxilla,,,A,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,Which structures are unique to the fetal skull and provide additional space for molding the head shape as the baby passes through the birth canal?,Trabeculae,Sinuses,Fontanels,Sutures,,,C,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,The bone that claims the distinction of being the only bone in the body that articulates with no other bones is the…?,Sternum,Hyoid,Sacral,Coccyx,,,B,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,The vertebral bones that support the small (lower section) of the back are the…?,Thoracic Vertebrae,Lumbar Vertebrae,Sacral & Coccyx,Cervical Vertebrae,,,B,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,The medial part of the anterior chest wall is supported by a dagger-shaped bone called the…?,Carpal,Sternum,Symphysis Pubis,Humerus,,,B,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,"Anteriorly, each rib of the first seven pairs attaches to the…?",Manubrium,Xiphoid Process,Transverse Process,Sternum,,,D,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,Why are the last two pairs of false ribs designated as floating ribs?,Floating ribs are only attached indirectly to the sternum,They are not attached to the vertebrae,Floating ribs do not attach even indirectly to the sternum,There is no direct attachment of these ribs to the clavicle,,,C,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,A condition that is caused by an abnormally increased roundness in the thoracic curvature is,Kyphosis,Lordosis,Scheuermann Disease,Scoliosis,,,A,Anatomy & Physiology,12 - Axial Skeleton
ANAT9240,Anatomy & Physiology,T,Which of the following is(are) not in the appendicular skeleton?,Tarsals,Femur,Vertebrae,Clavicle,,,C,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,The humerus articulates proximally with the…?,Clavicle,Scapula,Radius,Ulna,,,B,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,The two bones that form the framework for the forearm are the…?,Radius & Humerus,Radius & Ulna,Pisiform & Lunate,Ulna & Humerus,,,B,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,Which of the following bones form the framework of the hand?,Carpals,Metatarsals,Tarsals,Metacarpals,,,D,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,"Of the five metacarpal bones that form the framework of the hand, the _____ metacarpal forms the most freely movable joint with the carpal bones",Thumb,Trapezium,Distal,Proximal,,,A,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,Which of these pelvic bones is the most anteriorly placed?,Coccygeal,Ischium,Pubis,Ilium,,,C,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,Which of the following is not a bone in the leg?,Femur,Fibula,Mandible,Tibia,,,C,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,The largest sesamoid bone in the body is the…?,Patella,Tibia,Hyoid Bone,Parietal,,,A,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,Which two bones compose the shoulder girdle?,Clavicle & Scapula,Humerus & Scapula,Humerus & Ulna,Ulna & Clavicle,,,A,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,"Anatomically speaking, which bones compose the wrist?",Tarsals,Metacarpals,Metatarsals,Carpals,,,D,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,Which bone is the longest and heaviest bone in the body?,Humerus,Femur,Fibula,Tibia,,,B,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,The joint between the pubic portions of each coxal bone is the…?,Pelvic Outlet,True Pelvis,Sacroiliac,Pubic Symphysis,,,D,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,Which lower leg bone is smaller and is located laterally?,Femur,Patella,Fibula,Tibia,,,C,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,What structures normally hold the foot bones firmly in their arched positions?,Ligaments & Tendons,Ligaments & Cartilage,Muscles & Tendons,Cartilage & Tendons,,,A,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,"If you are working on an archeological dig and find the remains of a human pelvis with a subpubic angle of 110 degrees, you can assume that this pelvis belongs to a…?",Male,Female,,,,,B,Anatomy & Physiology,13 - Appendicular Skeleton
ANAT9240,Anatomy & Physiology,T,"If a structural classification is used, joints are named according to the type of _____ tissue that joins the bones together",Muscle,Adipose,Connective,Epithelial,,,C,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,Which subtype of fibrous joints is found only in the skull?,Gomphoses,Syndesmoses,Suture,Synovial,,,C,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,Joints joined by fibrocartilage are called…?,Gomphoses,Symphyses,Synchrondroses,Sutures,,,B,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,The joint present during the growth years between the epiphyses of a long bone and its diaphysis is the…?,Synchrondrosis,Suture,Syndesmoses,Symphysis,,,A,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,Synarthrotic joints are…?,Freely moveable and slightly moveable,Slightly moveable,Immoveable,Freely moveable,,,C,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,Synovial joints are…?,Freely moveable and slightly moveable,Slightly moveable,Immoveable,Freely moveable,,,D,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,Which of the following is not among the structures that characterize synovial joints?,Articular Cartilage,Joint Capsule,Tendons,Ligaments,,,C,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,The shoulder joint is an example of a _____ joint,The shoulder joint is an example of all of these,Freely moveable,Multiaxial,Ball & Socket,,,A,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,Which of the following is an example of a uniaxial joint?,Joint between the carpal and tarsal bones,Shoulder joint,Elbow joint,Hip joint,,,C,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,Some synovial joints contain a closed pillow-like structure called a(n)…?,Ligament,Articular Cartilage,Bursa,Meniscus,,,C,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,The largest and most commonly injured joint in the body is the _____ joint,Shoulder,Elbow,Knee,Hip,,,C,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,The structure of the knee joint permits movements of…?,Flexion & Circumduction,Extension & Circumduction,Flexion & Extension,None of these,,,C,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,The joints between the articulating surfaces of the vertebral processes are classified as what type of joint?,Gliding,Immoveable,Ball & Socket,Hinge,,,A,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,"_____ occurs when the foot is tilted upward, thus decreasing the angle between the top of the foot and the front of the leg",Supination,Extension,Plantar Flexion,Dorsiflexion,,,D,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,T,Which type of movement occurs between the carpal and tarsal bones and between the articular facets of adjoining spinal vertebrae?,Circumduction,Rotation,Gliding,Protraction,,,C,Anatomy & Physiology,14 - Articulations
ANAT9240,Anatomy & Physiology,P,Formal term for muscle pain,,,,,,,Myalgia,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,The type of tetanus that occurs if a muscle is stimulated such that there is no recovery between twitches,,,,,,,Complete Tetanus,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,The type of contraction where a muscle moves a body part,,,,,,,Isotonic Contraction,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Type of tunnel syndrome that is caused by compression of a nerve in the wrist,,,,,,,Carpal Tunnel Syndrome,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,A double-sided feather-like arrangement of muscle fibres,,,,,,,Bipennate,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,"Formal term for ""muscle cell membrane""",,,,,,,Sarcolemma,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Class of muscle tissue that is found in hollow organs,,,,,,,Smooth Muscle,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,A group of muscle fibres within a muscle,,,,,,,Fascicle,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,The buildup of this metabolic product is an indicator of anaerobic conditions in muscle cells,,,,,,,Lactate,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,The protective covering around a muscle cell,,,,,,,Endomysium,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,"The increasing ""staircase"" like contractions that a muscle produces in response to a series of closely spaced stimuli",,,,,,,Treppe,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,The term given to a fibre arrangement that twists between a muscle's points of attachment,,,,,,,Spiral,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,Formal term for muscle loss from disuse,,,,,,,Atrophy,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Arrangements of myofilaments,,,,,,,Myofibrils,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,The protein that makes up thick filaments,,,,,,,Myosin,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Type of cell that fuses with damaged (or recently exercised) muscle fibres and adds another nucleus to the muscle to help in making myofibrils,,,,,,,Satellite Cells,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,"A type of contraction where a muscle does not move a body part, but tension in the muscle increases",,,,,,,Isometric Contraction,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,A muscle contraction resulting in movement of a body part but lengthening of a muscle (ie. putting down a book),,,,,,,Eccentric Contraction,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Damage to a muscle caused by overexertion,,,,,,,Strain,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,A chemical that is released at the Neuromuscular Junction (NMJ),,,,,,,Acetylcholine,Anatomy & Physiology,17 - Muscle Contraction
